,地區,姓名,號次,性別,出生年次,參選年齡,推薦政黨,得票數,得票率,當選註記,是否現任,,
第四屆(1998),臺北縣第3選區,李勝峰,8,男,1954,44,新黨,14281,3.04%,,否,,
第四屆(1998),臺北縣第3選區,張正修,11,男,1954,44,新國家連線,4601,0.98%,,否,,
第四屆(1998),苗栗縣選舉區,杜文卿,8,男,1954,44,民主進步黨,20216,7.61%,,否,,
第四屆(1998),彰化縣選舉區,陳明秋,10,男,1954,44,建國黨,1512,0.23%,,否,,
第四屆(1998),南投縣選舉區,藍文俊,1,男,1954,44,無,327,0.14%,,否,,
第四屆(1998),雲林縣選舉區,高孟定,3,男,1954,44,民主聯盟,36099,10.14%,,否,,
第四屆(1998),嘉義縣選舉區,陳建瑋,2,男,1954,44,新黨,1690,0.62%,,否,,
第四屆(1998),高雄縣選舉區,趙良燕,12,女,1954,44,新黨,21680,3.70%,,否,,
第四屆(1998),屏東縣選舉區,林正家,12,男,1954,44,無,557,0.14%,,否,,
第四屆(1998),臺中市選舉區,陳錫秦,20,男,1954,44,無,276,0.08%,,否,,
第四屆(1998),金門縣選舉區,許金土,5,男,1954,44,無,1786,8.79%,,否,,
第四屆(1998),高雄市第1選區,黃昭順,7,女,1953,45,中國國民黨,72328,16.47%,*,是,,
第四屆(1998),臺北縣第2選區,李應元,7,男,1953,45,民主進步黨,41277,8.13%,*,是,,
第四屆(1998),臺南縣選舉區,宋煦光,15,女,1953,45,中國國民黨,38569,7.75%,*,否,,
第四屆(1998),臺中市選舉區,黃義交,17,男,1953,45,無,27229,7.45%,*,否,,
第四屆(1998),全國（平原）,章仁香,2,女,1953,45,中國國民黨,13069,21.69%,*,是,,
第四屆(1998),全國（山原）,曾華德,8,男,1953,45,中國國民黨,15818,20.78%,*,否,,
第四屆(1998),高雄市第1選區,盧慶瑞,4,男,1953,45,無,1628,0.37%,,否,,
第四屆(1998),高雄市第2選區,郭金生,10,男,1953,45,中國國民黨,30435,8.69%,,是,,
第四屆(1998),臺北縣第3選區,宋艾克,12,男,1953,45,民主聯盟,7041,1.50%,,否,,
第四屆(1998),桃園縣選舉區,黃智銘,14,男,1953,45,無,14137,2.11%,,否,,
第四屆(1998),新竹市選舉區,王榮德,4,男,1953,45,無,634,0.52%,,否,,
第四屆(1998),臺中市選舉區,陳坤湖,18,男,1953,45,無,3596,0.98%,,否,,
第四屆(1998),臺南市選舉區,邱文明,1,男,1953,45,民主進步黨,8300,2.81%,,否,,
第四屆(1998),全國（山原）,尤哈尼‧伊斯卡卡夫特,5,男,1953,45,民主進步黨,5742,7.54%,,否,,
第四屆(1998),臺北市第1選區,郝龍斌,10,男,1952,46,新黨,79422,10.50%,*,是,,
第四屆(1998),高雄市第1選區,劉憲同,2,男,1952,46,中國國民黨,52343,11.92%,*,否,,
第四屆(1998),臺北縣第1選區,張清芳,10,男,1952,46,民主進步黨,30405,7.35%,*,否,,
第四屆(1998),臺北市第1選區,謝欽宗,7,男,1952,46,中國國民黨,39418,5.21%,,是,,
第四屆(1998),臺北市第2選區,林正杰,17,男,1952,46,無,5958,0.82%,,否,,
第四屆(1998),高雄市第1選區,姚立明,6,男,1952,46,無,8637,1.97%,,是,,
第四屆(1998),臺北縣第2選區,許榮棋,12,男,1952,46,無,7769,1.53%,,否,,
第四屆(1998),臺南縣選舉區,徐志仁,1,男,1952,46,新黨,3059,0.61%,,否,,
第四屆(1998),臺北縣第1選區,劉炳偉,22,男,1952,46,中國國民黨,37100,8.97%,*,否,,
第四屆(1998),屏東縣選舉區,鄭朝明,2,男,1952,46,民主進步黨,35007,8.57%,*,是,,
第四屆(1998),臺南市選舉區,林南生,13,男,1952,46,中國國民黨,34960,11.84%,*,否,,
第四屆(1998),全國（平原）,林正二,4,男,1952,46,中國國民黨,11182,18.56%,*,否,,
第四屆(1998),全國（山原）,瓦歷斯‧貝林,2,男,1952,46,全國民主非政黨聯盟,12175,15.99%,*,是,,
第四屆(1998),全國（山原）,高揚昇,7,男,1952,46,中國國民黨,12932,16.99%,*,是,,
第四屆(1998),金門縣選舉區,陳耀煇,4,男,1952,46,新黨,1146,5.64%,,否,,
第四屆(1998),臺北市第2選區,郭來富,20,女,1951,47,建國黨,1978,0.27%,,否,,
第四屆(1998),高雄市第1選區,劉瑞山,10,男,1951,47,無,535,0.12%,,否,,
第四屆(1998),高雄市第1選區,林郁方,11,男,1951,47,新黨,43159,9.83%,,是,,
第四屆(1998),臺北縣第1選區,傅崑成,5,男,1951,47,新黨,17926,4.33%,,是,,
第四屆(1998),臺北縣第1選區,廖裕德,16,男,1951,47,民主聯盟,23742,5.74%,,否,,
第四屆(1998),臺北縣第2選區,蕭正用,23,男,1951,47,無,763,0.15%,,否,,
第四屆(1998),臺北縣第3選區,金介壽,17,男,1951,47,無,3922,0.84%,,否,,
第四屆(1998),桃園縣選舉區,彭添富,13,男,1951,47,民主進步黨,28895,4.31%,,否,,
第四屆(1998),臺中縣選舉區,羅述佳,12,女,1951,47,無,891,0.13%,,否,,
第四屆(1998),彰化縣選舉區,謝啟光,2,男,1951,47,無,2714,0.41%,,否,,
第四屆(1998),南投縣選舉區,吳國重,3,男,1951,47,中國國民黨,29184,12.10%,,否,,
第四屆(1998),雲林縣選舉區,蘇治洋,6,女,1951,47,無,13854,3.89%,,否,,
第四屆(1998),新竹市選舉區,黃中媄,7,女,1951,47,無,409,0.34%,,否,,
第四屆(1998),臺中市選舉區,劉家驥,4,男,1951,47,無,3475,0.95%,,否,,
第四屆(1998),臺北市第2選區,洪奇昌,3,男,1951,47,民主進步黨,57430,7.95%,*,是,,
第四屆(1998),臺北市第2選區,賴士葆,27,男,1951,47,新黨,30503,4.22%,*,否,,
第四屆(1998),高雄市第2選區,林宏宗,6,男,1951,47,無,58061,16.57%,*,是,,
第四屆(1998),高雄市第2選區,梁牧養,13,男,1951,47,民主進步黨,44328,12.65%,*,否,,
第四屆(1998),桃園縣選舉區,邱垂貞,25,男,1951,47,民主進步黨,45855,6.83%,*,是,,
第四屆(1998),苗栗縣選舉區,陳超明,7,男,1951,47,無,46776,17.61%,*,否,,
第四屆(1998),新竹市選舉區,柯建銘,5,男,1951,47,民主進步黨,35948,29.75%,*,是,,
第四屆(1998),臺中市選舉區,王世勛,14,男,1951,47,民主進步黨,34451,9.43%,*,否,,
第四屆(1998),臺南市選舉區,許添財,3,男,1951,47,新國家連線,34961,11.84%,*,是,,
第四屆(1998),臺北縣第1選區,陳婉真,3,女,1950,48,新國家連線,10423,2.52%,,否,,
第四屆(1998),臺北縣第1選區,石翊靖,7,男,1950,48,無,403,0.10%,,否,,
第四屆(1998),高雄縣選舉區,尤宏,3,男,1950,48,民主進步黨,24537,4.19%,,是,,
第四屆(1998),高雄縣選舉區,余玲雅,8,女,1950,48,民主進步黨,33320,5.69%,,是,,
第四屆(1998),屏東縣選舉區,邱彰,7,女,1950,48,民主進步黨,28852,7.06%,,否,,
第四屆(1998),花蓮縣選舉區,陳永興,3,男,1950,48,新國家連線,16001,15.02%,,是,,
第四屆(1998),臺中市選舉區,余松俊,3,男,1950,48,無,1491,0.41%,,否,,
第四屆(1998),嘉義市選舉區,許文德,2,男,1950,48,無,1826,1.75%,,否,,
第四屆(1998),臺北市第2選區,朱惠良,10,女,1950,48,新黨,45714,6.33%,*,是,,
第四屆(1998),苗栗縣選舉區,何智輝,3,男,1950,48,中國國民黨,50375,18.96%,*,否,,
第四屆(1998),臺中縣選舉區,馮定國,5,男,1950,48,新黨,37593,5.66%,*,是,,
第四屆(1998),臺中縣選舉區,林豐喜,16,男,1950,48,民主進步黨,39544,5.95%,*,是,,
第四屆(1998),臺中縣選舉區,郭榮振,19,男,1950,48,中國國民黨,42376,6.38%,*,否,,
第四屆(1998),南投縣選舉區,陳振盛,5,男,1950,48,無,41154,17.07%,*,否,,
第四屆(1998),臺南縣選舉區,周五六,13,男,1950,48,中國國民黨,48226,9.68%,*,否,,
第四屆(1998),新竹縣選舉區,徐能安,7,男,1949,49,無,430,0.26%,,否,,
第四屆(1998),南投縣選舉區,黃玉炎,9,男,1949,49,建國黨,2363,0.98%,,否,,
第四屆(1998),嘉義縣選舉區,黃永聰,4,男,1949,49,新國家連線,13074,4.79%,,否,,
第四屆(1998),嘉義縣選舉區,蔡式淵,9,男,1949,49,民主進步黨,33155,12.16%,,是,,
第四屆(1998),屏東縣選舉區,林淵熙,11,男,1949,49,民主聯盟,18005,4.41%,,否,,
第四屆(1998),臺中市選舉區,沈顯堂,12,男,1949,49,民主進步黨,15585,4.26%,,否,,
第四屆(1998),臺北市第1選區,穆閩珠,18,女,1949,49,中國國民黨,41766,5.52%,*,否,,
第四屆(1998),臺北市第2選區,陳鴻基,9,男,1949,49,中國國民黨,43759,6.06%,*,是,,
第四屆(1998),臺北市第2選區,葉菊蘭,25,女,1949,49,民主進步黨,78630,10.89%,*,是,,
第四屆(1998),高雄市第2選區,江綺雯,8,女,1949,49,中國國民黨,41137,11.74%,*,否,,
第四屆(1998),臺北縣第1選區,吳清池,8,男,1949,49,中國國民黨,34736,8.39%,*,否,,
第四屆(1998),新竹縣選舉區,鄭永金,1,男,1949,49,中國國民黨,46176,27.69%,*,是,,
第四屆(1998),新竹縣選舉區,邱鏡淳,5,男,1949,49,中國國民黨,49688,29.80%,*,否,,
第四屆(1998),臺中市選舉區,謝啟大,11,女,1949,49,新黨,38333,10.49%,*,是,,
第四屆(1998),臺北市第2選區,馮滬祥,12,男,1948,50,新黨,40069,5.55%,*,否,,
第四屆(1998),臺北縣第1選區,葉憲修,11,男,1948,50,全國民主非政黨聯盟,26864,6.49%,*,否,,
第四屆(1998),臺北市第2選區,張耀元,6,男,1948,50,無,2175,0.30%,,否,,
第四屆(1998),臺北市第2選區,高成炎,29,男,1948,50,綠色本土清新黨,8089,1.12%,,否,,
第四屆(1998),臺北市第2選區,陳適庸,30,男,1948,50,無,3035,0.42%,,否,,
第四屆(1998),臺北縣第1選區,廖進貴,1,男,1948,50,無,22512,5.44%,,否,,
第四屆(1998),臺北縣第3選區,鄭三元,3,男,1948,50,中國國民黨,23663,5.04%,,否,,
第四屆(1998),臺北縣第3選區,曾心儀,14,女,1948,50,建國黨,2400,0.51%,,否,,
第四屆(1998),桃園縣選舉區,戴浙,12,男,1948,50,無,1953,0.29%,,否,,
第四屆(1998),彰化縣選舉區,楊天錫,1,男,1948,50,無,3996,0.60%,,否,,
第四屆(1998),南投縣選舉區,羅富田,8,男,1948,50,中國國民黨,24522,10.17%,,否,,
第四屆(1998),屏東縣選舉區,余慎,16,女,1948,50,中國國民黨,17839,4.37%,,否,,
第四屆(1998),基隆市選舉區,李彌,5,男,1948,50,新黨,24108,17.45%,,否,,
第四屆(1998),臺北縣第3選區,李慶華,16,男,1948,50,新黨,39295,8.37%,*,是,,
第四屆(1998),桃園縣選舉區,朱鳳芝,1,女,1948,50,中國國民黨,56235,8.38%,*,是,,
第四屆(1998),桃園縣選舉區,許鍾碧霞,3,女,1948,50,民主進步黨,41752,6.22%,*,否,,
第四屆(1998),臺中縣選舉區,張文儀,9,男,1948,50,中國國民黨,38356,5.77%,*,是,,
第四屆(1998),高雄縣選舉區,蕭金蘭,4,女,1948,50,中國國民黨,50945,8.70%,*,是,,
第四屆(1998),屏東縣選舉區,曹啟鴻,10,男,1948,50,民主進步黨,41431,10.14%,*,否,,
第四屆(1998),澎湖縣選舉區,林炳坤,1,男,1948,50,中國國民黨,22342,62.78%,*,是,,
第四屆(1998),臺北市第1選區,高惠宇,9,女,1947,51,新黨,37670,4.98%,,是,,
第四屆(1998),臺北市第1選區,蔡明華,17,女,1947,51,新國家連線,20289,2.68%,,否,,
第四屆(1998),臺北市第2選區,邱衍明,23,男,1947,51,無,281,0.04%,,否,,
第四屆(1998),臺北市第2選區,佡家隆,24,男,1947,51,無,242,0.03%,,否,,
第四屆(1998),臺北縣第1選區,黃聲鏞,13,男,1947,51,無,1908,0.46%,,否,,
第四屆(1998),臺北縣第2選區,吳樂天,3,男,1947,51,無,2690,0.53%,,否,,
第四屆(1998),宜蘭縣選舉區,楊世雄,2,男,1947,51,新黨,3334,1.81%,,否,,
第四屆(1998),苗栗縣選舉區,吳錦源,2,男,1947,51,無,404,0.15%,,否,,
第四屆(1998),高雄縣選舉區,陳三思,2,男,1947,51,新國家連線,22520,3.85%,,否,,
第四屆(1998),高雄縣選舉區,林志隆,11,男,1947,51,民主聯盟,23899,4.08%,,否,,
第四屆(1998),新竹市選舉區,曾義豐,8,男,1947,51,無,1001,0.83%,,否,,
第四屆(1998),臺中市選舉區,鄭邦鎮,2,男,1947,51,建國黨,7830,2.14%,,否,,
第四屆(1998),臺南市選舉區,錢林慧君,5,女,1947,51,建國黨,21307,7.22%,,否,,
第四屆(1998),臺北市第1選區,林重謨,2,男,1947,51,民主進步黨,39767,5.26%,*,否,,
第四屆(1998),臺北市第1選區,林濁水,16,男,1947,51,民主進步黨,54260,7.18%,*,是,,
第四屆(1998),高雄市第1選區,王天競,1,男,1947,51,中國國民黨,51982,11.84%,*,是,,
第四屆(1998),臺北縣第2選區,李顯榮,20,男,1947,51,中國國民黨,37166,7.32%,*,是,,
第四屆(1998),苗栗縣選舉區,劉政鴻,1,男,1947,51,中國國民黨,57521,21.65%,*,否,,
第四屆(1998),苗栗縣選舉區,徐成焜,11,男,1947,51,民主聯盟,39012,14.69%,*,是,,
第四屆(1998),彰化縣選舉區,林進春,7,男,1947,51,中國國民黨,56129,8.47%,*,否,,
第四屆(1998),彰化縣選舉區,翁金珠,8,女,1947,51,民主進步黨,59843,9.03%,*,是,,
第四屆(1998),高雄縣選舉區,吳光訓,1,男,1947,51,中國國民黨,56259,9.61%,*,否,,
第四屆(1998),屏東縣選舉區,曾永權,9,男,1947,51,中國國民黨,50432,12.34%,*,是,,
第四屆(1998),全國（山原）,林春德,9,男,1947,51,中國國民黨,11764,15.45%,*,否,,
第四屆(1998),臺北市第2選區,馮定亞,2,女,1946,52,無,2613,0.36%,,否,,
第四屆(1998),高雄市第2選區,于樹潔,1,女,1946,52,新黨,16771,4.79%,,否,,
第四屆(1998),高雄市第2選區,蔡信德,14,男,1946,52,無,2084,0.59%,,否,,
第四屆(1998),臺北縣第2選區,鄭余鎮,6,男,1946,52,民主進步黨,31868,6.28%,,否,,
第四屆(1998),屏東縣選舉區,劉煜基,3,男,1946,52,建國黨,1789,0.44%,,否,,
第四屆(1998),臺南市選舉區,施台生,10,男,1946,52,中國國民黨,23022,7.80%,,是,,
第四屆(1998),高雄市第2選區,湯金全,11,男,1946,52,民主進步黨,43188,12.33%,*,否,,
第四屆(1998),臺北縣第3選區,王兆釧,18,男,1946,52,民主進步黨,33422,7.12%,*,否,,
第四屆(1998),宜蘭縣選舉區,林建榮,3,男,1946,52,中國國民黨,47927,25.97%,*,是,,
第四屆(1998),桃園縣選舉區,鄭金玲,11,女,1946,52,中國國民黨,36361,5.42%,*,否,,
第四屆(1998),彰化縣選舉區,陳進丁,6,男,1946,52,民主聯盟,46889,7.08%,*,否,,
第四屆(1998),臺南市選舉區,陳榮盛,4,男,1946,52,中國國民黨,36494,12.36%,*,否,,
第四屆(1998),宜蘭縣選舉區,張川田,5,男,1945,53,民主進步黨,25098,13.60%,*,否,,
第四屆(1998),雲林縣選舉區,曾蔡美佐,4,女,1945,53,中國國民黨,46216,12.98%,*,否,,
第四屆(1998),嘉義縣選舉區,何嘉榮,5,男,1945,53,民主進步黨,40424,14.82%,*,否,,
第四屆(1998),屏東縣選舉區,伍澤元,6,男,1945,53,無,50164,12.28%,*,否,,
第四屆(1998),桃園縣選舉區,關介福,7,男,1945,53,無,499,0.07%,,否,,
第四屆(1998),新竹縣選舉區,葉國全,3,男,1945,53,建國黨,882,0.53%,,否,,
第四屆(1998),新竹縣選舉區,羅世洞,6,男,1945,53,民主聯盟,9282,5.57%,,否,,
第四屆(1998),臺東縣選舉區,粱俊良,4,男,1945,53,中國國民黨,26254,34.92%,,否,,
第四屆(1998),南投縣選舉區,陳柱松,10,男,1944,54,新黨,1368,0.57%,,否,,
第四屆(1998),臺南縣選舉區,楊榮明,11,男,1944,54,民主聯盟,4648,0.93%,,否,,
第四屆(1998),臺南縣選舉區,謝錦川,14,男,1944,54,無,19137,3.84%,,是,,
第四屆(1998),彰化縣選舉區,陳振雄,15,男,1944,54,中國國民黨,49898,7.53%,*,否,,
第四屆(1998),南投縣選舉區,張明雄,7,男,1944,54,中國國民黨,30114,12.49%,*,否,,
第四屆(1998),臺南縣選舉區,黃秀孟,16,女,1944,54,中國國民黨,40467,8.13%,*,是,,
第四屆(1998),基隆市選舉區,王拓,2,男,1944,54,民主進步黨,35884,25.97%,*,是,,
第四屆(1998),新竹市選舉區,林政則,1,男,1944,54,中國國民黨,32800,27.14%,*,是,,
第四屆(1998),臺北縣第1選區,陳明雄,17,男,1943,55,無,12680,3.06%,,否,,
第四屆(1998),苗栗縣選舉區,陳文輝,10,男,1943,55,建國黨,10421,3.92%,,是,,
第四屆(1998),彰化縣選舉區,洪錦松,18,男,1943,55,無,2348,0.35%,,否,,
第四屆(1998),臺南市選舉區,杜振榮,2,男,1943,55,民主聯盟,8910,3.02%,,是,,
第四屆(1998),臺北縣第2選區,羅福助,11,男,1943,55,無,35504,6.99%,*,是,,
第四屆(1998),宜蘭縣選舉區,陳定南,6,男,1943,55,民主進步黨,42099,22.81%,*,是,,
第四屆(1998),臺南縣選舉區,洪玉欽,12,男,1943,55,中國國民黨,55988,11.24%,*,是,,
第四屆(1998),全國（平原）,蔡中涵,6,男,1943,55,全國民主非政黨聯盟,8958,14.87%,*,是,,
第四屆(1998),臺北縣第1選區,尤清,14,男,1942,56,民主進步黨,23250,5.62%,,否,,
第四屆(1998),臺北縣第2選區,陳照郎,24,男,1942,56,中國國民黨,24257,4.78%,,否,,
第四屆(1998),臺北縣第3選區,童永雄,1,男,1942,56,中國國民黨,20894,4.45%,,否,,
第四屆(1998),臺北縣第3選區,詹正義,10,男,1942,56,無,1759,0.37%,,否,,
第四屆(1998),桃園縣選舉區,張慶惠,20,女,1942,56,民主進步黨,16297,2.43%,,否,,
第四屆(1998),臺中縣選舉區,潘至誠,15,男,1942,56,中國國民黨,29045,4.37%,,否,,
第四屆(1998),雲林縣選舉區,楊鳳珠,11,女,1942,56,無,1090,0.31%,,否,,
第四屆(1998),屏東縣選舉區,林淼塘,1,男,1942,56,無,3871,0.95%,,否,,
第四屆(1998),屏東縣選舉區,邱茂男,8,男,1942,56,民主進步黨,28532,6.98%,,否,,
第四屆(1998),花蓮縣選舉區,徐國士,5,男,1942,56,新黨,3665,3.44%,,否,,
第四屆(1998),臺中市選舉區,鐘先助,15,男,1942,56,無,18262,5.00%,,否,,
第四屆(1998),臺南市選舉區,黃昭凱,8,男,1942,56,民主進步黨,19207,6.51%,,否,,
第四屆(1998),臺中縣選舉區,劉銓忠,22,男,1942,56,無,61175,9.21%,*,否,,
第四屆(1998),南投縣選舉區,林宗男,4,男,1942,56,民主進步黨,34750,14.41%,*,否,,
第四屆(1998),花蓮縣選舉區,鍾利德,1,男,1942,56,中國國民黨,32575,30.57%,*,是,,
第四屆(1998),花蓮縣選舉區,張福興,4,男,1942,56,中國國民黨,27856,26.14%,*,否,,
第四屆(1998),全國（平原）,楊仁福,3,男,1942,56,中國國民黨,14493,24.05%,*,否,,
第四屆(1998),高雄市第2選區,蘇順國,9,男,1941,57,無,566,0.16%,,否,,
第四屆(1998),桃園縣選舉區,徐鴻進,9,男,1941,57,中國國民黨,27432,4.09%,,否,,
第四屆(1998),桃園縣選舉區,曾茂興,10,男,1941,57,無,9335,1.39%,,否,,
第四屆(1998),臺中縣選舉區,劉八郎,21,男,1941,57,全國民主非政黨聯盟,9342,1.41%,,否,,
第四屆(1998),南投縣選舉區,陳啟吉,6,男,1941,57,民主聯盟,29184,12.10%,,否,,
第四屆(1998),臺中市選舉區,許幸惠,9,女,1941,57,中國國民黨,23553,6.45%,,否,,
第四屆(1998),臺南市選舉區,蘇裕夫,9,男,1941,57,民主聯盟,2351,0.80%,,否,,
第四屆(1998),全國（平原）,莊金生,1,男,1941,57,中國國民黨,8617,14.30%,,是,,
第四屆(1998),臺北市第1選區,施明德,14,男,1941,57,民主進步黨,53199,7.04%,*,是,,
第四屆(1998),臺南縣選舉區,王幸男,2,男,1941,57,民主進步黨,38597,7.75%,*,否,,
第四屆(1998),高雄縣選舉區,王金平,15,男,1941,57,中國國民黨,81050,13.85%,*,是,,
第四屆(1998),基隆市選舉區,徐少萍,3,女,1941,57,中國國民黨,25142,18.20%,*,是,,
第四屆(1998),臺中市選舉區,蔡明憲,1,男,1941,57,民主進步黨,47382,12.97%,*,是,,
第四屆(1998),臺北市第2選區,鄭良,8,女,1940,58,無,963,0.13%,,否,,
第四屆(1998),臺北縣第2選區,朱世紀,1,男,1940,58,無,333,0.07%,,否,,
第四屆(1998),臺北縣第2選區,李日煌,13,男,1940,58,無,4122,0.81%,,否,,
第四屆(1998),臺北縣第2選區,高金郎,22,男,1940,58,建國黨,1977,0.39%,,否,,
第四屆(1998),桃園縣選舉區,郁慕明,5,男,1940,58,新黨,24459,3.65%,,是,,
第四屆(1998),桃園縣選舉區,呂新民,15,男,1940,58,中國國民黨,42277,6.30%,*,否,,
第四屆(1998),彰化縣選舉區,洪性榮,12,男,1940,58,中國國民黨,44897,6.78%,*,是,,
第四屆(1998),彰化縣選舉區,黃明和,14,男,1940,58,無,49121,7.41%,*,否,,
第四屆(1998),嘉義縣選舉區,許登宮,3,男,1940,58,中國國民黨,70709,25.93%,*,否,,
第四屆(1998),高雄縣選舉區,林源山,13,男,1940,58,中國國民黨,38856,6.64%,*,是,,
第四屆(1998),臺南縣選舉區,謝鈞惠,10,男,1939,59,中國國民黨,34204,6.87%,,否,,
第四屆(1998),澎湖縣選舉區,許丕龍,2,男,1939,59,民主進步黨,11079,31.13%,,否,,
第四屆(1998),臺北市第2選區,沈富雄,7,男,1939,59,民主進步黨,86900,12.03%,*,是,,
第四屆(1998),臺北縣第3選區,劉盛良,6,男,1939,59,中國國民黨,41810,8.90%,*,是,,
第四屆(1998),臺北市第2選區,黃天福,14,男,1938,60,民主進步黨,28179,3.90%,,是,,
第四屆(1998),臺北縣第2選區,簡吉元,25,男,1938,60,中國青年黨,723,0.14%,,否,,
第四屆(1998),彰化縣選舉區,姚嘉文,9,男,1938,60,民主進步黨,25938,3.92%,,否,,
第四屆(1998),嘉義市選舉區,張文英,3,女,1938,60,無,16587,15.91%,,否,,
第四屆(1998),高雄市第1選區,李慶雄,5,男,1938,60,建國黨,48182,10.97%,*,否,,
第四屆(1998),高雄市第2選區,張俊雄,4,男,1938,60,民主進步黨,49505,14.13%,*,是,,
第四屆(1998),雲林縣選舉區,廖福本,9,男,1938,60,中國國民黨,36395,10.22%,*,是,,
第四屆(1998),新竹市選舉區,張蔡美,6,女,1938,60,中國國民黨,28731,23.78%,*,否,,
第四屆(1998),臺北市第2選區,陳漢強,13,男,1937,61,民主聯盟,3880,0.54%,,是,,
第四屆(1998),臺北市第2選區,魏鏞,28,男,1937,61,無,4712,0.65%,,否,,
第四屆(1998),臺南縣選舉區,方醫良,7,男,1937,61,中國國民黨,46090,9.26%,*,否,,
第四屆(1998),雲林縣選舉區,廖大林,7,男,1936,62,民主進步黨,32037,9.00%,,是,,
第四屆(1998),桃園縣選舉區,黃木添,21,男,1936,62,中國國民黨,28926,4.31%,*,否,,
第四屆(1998),屏東縣選舉區,郭廷才,13,男,1936,62,中國國民黨,43309,10.60%,*,是,,
第四屆(1998),嘉義縣選舉區,羅逢春,6,男,1935,63,建國黨,845,0.31%,,否,,
第四屆(1998),全國（山原）,吳文明,1,男,1935,63,中國台灣原住民黨,1171,1.54%,,否,,
第四屆(1998),雲林縣選舉區,林國華,5,男,1935,63,民主進步黨,42985,12.07%,*,否,,
第四屆(1998),嘉義市選舉區,蔡同榮,6,男,1935,63,民主進步黨,35349,33.90%,*,是,,
第四屆(1998),彰化縣選舉區,謝聰敏,17,男,1934,64,民主進步黨,21444,3.24%,,是,,
第四屆(1998),雲林縣選舉區,王俊傑,8,男,1934,64,新國家連線,751,0.21%,,否,,
第四屆(1998),臺南市選舉區,陳癸淼,11,男,1934,64,新黨,12892,4.37%,,是,,
第四屆(1998),苗栗縣選舉區,楊雲燦,4,男,1933,65,無,356,0.13%,,否,,
第四屆(1998),花蓮縣選舉區,張偉,6,男,1933,65,無,5499,5.16%,,否,,
第四屆(1998),臺中縣選舉區,劉松藩,1,男,1931,67,中國國民黨,59972,9.03%,*,是,,
第四屆(1998),臺北市第2選區,方景鈞,1,男,1930,68,無,1864,0.26%,,否,,
第四屆(1998),臺中縣選舉區,田再庭,17,男,1930,68,建國黨,6631,1.00%,,否,,
第四屆(1998),苗栗縣選舉區,江炳輝,9,男,1929,69,無,395,0.15%,,否,,
第四屆(1998),彰化縣選舉區,謝言信,13,男,1929,69,中國國民黨,54455,8.22%,*,否,,
第四屆(1998),屏東縣選舉區,李景雯,4,男,1928,70,無,13293,3.25%,,否,,
第四屆(1998),高雄市第2選區,林景元,7,男,1925,73,無,4146,1.18%,,否,,
第四屆(1998),桃園縣選舉區,黃玉嬌,24,女,1919,79,無,1885,0.28%,,否,,
第五屆(2001),臺北縣第3選區,李淑文,12,女,1974,27,無,617,0.11%,,否,,
第五屆(2001),臺南市選舉區,王昱婷,5,女,1973,28,中國國民黨,38056,11.59%,*,是,,
第五屆(2001),臺北縣第2選區,呂鈞鴻,17,男,1973,28,親民黨,17363,2.89%,,否,,
第五屆(2001),高雄縣選舉區,林岱樺,1,女,1972,29,民主進步黨,72609,12.55%,*,否,,
第五屆(2001),高雄縣選舉區,陳麗惠,2,女,1971,30,中國國民黨,32599,5.63%,*,否,,
第五屆(2001),南投縣選舉區,劉雨忠,10,男,1972,29,無,1185,0.48%,,否,,
第五屆(2001),屏東縣選舉區,邱議瑩,15,女,1971,30,民主進步黨,49752,12.14%,*,否,,
第五屆(2001),臺北市第2選舉區,張佑如,27,女,1971,30,無,1196,0.20%,,否,,
第五屆(2001),臺中縣選舉區,吳清溪,7,男,1969,32,無,880,0.13%,,否,,
第五屆(2001),南投縣選舉區,石進芳,2,男,1969,32,無,2806,1.13%,,否,,
第五屆(2001),新竹市選舉區,施乃元,4,男,1969,32,無,2074,1.28%,,否,,
第五屆(2001),高雄市第1選區,羅世雄,10,男,1969,32,中國國民黨,33517,8.59%,*,否,,
第五屆(2001),臺北縣第1選區,鄭志龍,11,男,1969,32,親民黨,45447,9.12%,*,否,,
第五屆(2001),桃園縣選舉區,孫大千,1,男,1969,32,親民黨,90344,11.48%,*,否,,
第五屆(2001),臺北縣第3選區,周武榮,27,男,1968,33,無,953,0.16%,,否,,
第五屆(2001),臺北縣第2選區,柯淑敏,13,女,1968,33,親民黨,38799,6.46%,*,否,,
第五屆(2001),雲林縣選舉區,陳劍松,1,男,1968,33,親民黨,35612,10.52%,*,否,,
第五屆(2001),高雄縣選舉區,林益世,13,男,1968,33,中國國民黨,33583,5.80%,*,是,,
第五屆(2001),臺北縣第3選區,羅明才,13,男,1967,34,中國國民黨,34845,5.93%,*,是,,
第五屆(2001),臺北市第1選舉區,陳建銘,19,男,1967,34,無,592,0.10%,,否,,
第五屆(2001),臺中市選舉區,沈懷一,4,男,1967,34,無,1097,0.25%,,否,,
第五屆(2001),南投縣選舉區,王崇維,1,男,1966,35,新黨,960,0.39%,,否,,
第五屆(2001),嘉義縣選舉區,蔡政崇,1,男,1966,35,新黨,829,0.32%,,否,,
第五屆(2001),澎湖縣選舉區,楊曜,5,男,1966,35,民主進步黨,11617,29.03%,,否,,
第五屆(2001),臺中市選舉區,璩美鳳,10,女,1966,35,新黨,12792,2.96%,,否,,
